location,lat,lon,artist_count
Q50616,60.833333333,11.666666666,3
Q131281,36.633333333,136.65,6
Q21208,38.042222222,114.508611111,1
Q287771,35.703055555,139.579722222,1
Q1111292,35.0,135.0,3
Q125863,38.433333333,140.133333333,5
Q201117,35.083333333,137.156666666,1
Q130300,32.016666666,131.35,7
Q47896,38.35,140.966666666,14
Q131358,35.004361111,135.8685,11
Q131287,34.685194444,135.832944444,2
Q127264,34.186111111,131.4705,7
Q71707,37.4,140.466666666,4
Q26943,55.372346268,13.181197587,3
Q1004755,41.57028,-83.6525,1
Q59091,59.866666666,17.633333333,1
Q28287,55.434619741,13.825365282,1
Q393426,50.327264913,13.545859487,6
Q216900,60.402777777,25.1,4
Q368574,59.13300989,12.921328525,2
Q33798,59.70594077,16.228565073,1
Q504601,55.633333333,13.7,1
Q211638,59.75,13.25,1
Q255578,60.677820698,15.094950558,1
Q744491,56.83539194,13.940997562,1
Q27455,57.872345169,11.975784761,1
Q1018460,57.921795831,12.108210557,1
Q27846,58.670213221,17.114476395,1
Q40846,28.268611111,-16.605555555,1
Q133879,35.983333333,136.183333333,3
Q44843,36.516666666,139.816666666,11
Q131314,34.226027777,135.1675,3
Q129499,36.366666666,139.116666666,6
Q13987,33.0,131.0,1
Q273863,36.033333333,140.066666666,1
Q398131,43.85,16.15,1
Q735384,35.661605555,139.666561111,1
Q134093,33.559694444,133.531027777,4
Q844052,35.4875,137.500555555,1
Q935847,63.075,25.859722222,2
Q164234,35.516666666,139.7,6
Q633911,35.333888888,139.404722222,2
Q18569,54.15,-4.481944444,4
Q23099,53.5,-2.316666666,1
Q1025851,49.931111111,23.573055555,6
Q891175,50.329166666,30.288611111,2
Q157461,48.315,25.095277777,1
Q193965,48.680555555,26.580555555,11
Q140147,52.084722222,23.656944444,4
Q7550,50.747777777,25.324444444,16
Q157835,47.837777777,35.138333333,19
Q149024,50.583333333,27.633333333,1
Q1874,46.47747,30.73262,45
Q156726,48.922777777,24.710555555,19
Q936768,47.685833333,-122.191666666,2
Q146453,49.044166666,24.359722222,4
Q146456,48.441388888,22.713611111,6
Q171018,49.233055555,17.666944444,16
Q157144,49.237222222,28.467222222,9
Q987491,46.766666666,33.366666666,1
Q158292,48.510277777,32.266666666,9
Q545923,45.83552,29.61466,1
Q156739,50.619722222,26.251388888,14
Q157260,48.333611111,38.0925,3
Q269538,49.147360237,34.199270075,2
Q158821,49.35,23.5,6
Q1001828,48.1175,-122.760833333,3
Q33342,49.795555555,30.116666666,6
Q156717,49.42,27.0,7
Q686613,42.7664,-8.90917,1
Q1448886,42.602778,-8.638333,2
Q5739,41.383333333,-4.45,1
Q1635642,42.79489625,-8.562101471,1
Q1628179,42.6892719,-8.648127713,2
Q2179051,18.446111111,-66.3875,3
Q929161,42.4953017,-8.8640902,3
Q166137,43.216666666,-8.683333333,1
Q1619456,43.6604617,-7.3582092,1
Q503379,56.033333333,9.933333333,2
Q765283,43.4072585,-8.1718823,3
Q1374025,43.466666666,-8.166666666,1
Q1605437,43.2962717,-7.6786104,2
Q617119,42.1753232,-8.5048936,3
Q1621191,42.689166666,-8.487222222,4
Q969128,42.475833333,-7.271666666,1
Q1143182,40.83333333,-0.8,1
Q1628188,42.27790245,-8.789840959,2
Q12411,42.433611111,-8.6475,11
Q500494,42.7390228,-8.6602504,1
Q1442637,42.5950581,-8.743064672,2
Q1069080,43.6931,-7.84417,1
Q2735639,42.3925,-8.823611111,1
Q213318,34.733333333,135.4,7
Q132936,34.66175,133.934722222,9
Q230843,35.29483,139.57812,2
Q230843,35.295555555,139.580277777,2
Q15379,-3.9675,122.594722222,2
Q10128,-6.288888888,106.718055555,1
Q10395,-6.716666666,108.566666666,1
Q7578,-1.59,103.61,1
Q10397,-6.919722222,106.927222222,1
Q11080,-8.25,113.65,2
Q14126,-8.583333333,116.116666666,1
Q10365,-7.28333,108.41667,1
Q11080,-8.168888888,113.702222222,2
Q10399,-7.333333333,108.2,1
Q10365,-6.75,108.383333333,1
Q1633869,43.174778,-2.411722,2
Q1443585,42.5678,-2.4704125,1
Q148910,51.0,26.75,1
Q1633844,43.24687,-1.9917045,1
Q1993816,50.43916667,30.59777778,1
Q156752,50.90679926,34.799235424,9
Q639839,50.065,31.445,2
Q156732,46.633333333,32.6,5
Q748867,42.1199257,-8.8500865,1
Q71727,50.516666666,30.25,1
Q6509,42.5,27.466666666,15
Q13796,41.934722222,2.061944444,1
Q15420,41.608333,2.288889,4
Q108988,59.665,9.646388888,6
Q13573,42.043888888,3.128611111,3
Q1117949,59.880269444,10.6117,1
Q13837,42.034935,2.369022,1
Q15553,41.224277,1.725905,5
Q1015011,49.45097206,14.360040178,3
Q973641,38.822222222,-0.607222222,4
Q610838,39.620833333,3.36,1
Q832967,39.711677777,2.622580555,2
Q595424,39.734452,3.055444,1
Q2741611,41.40404722,2.15589444,3
Q15600,41.570833333,1.830277777,2
Q367780,60.569722222,27.198055555,2
Q6643,42.488055555,2.751388888,1
Q1770160,38.651388888,-0.122777777,2
Q368431,39.4647207,-0.460781,1
Q234963,40.567,0.65,1
Q15623,41.47444,1.930537,2
Q943948,39.651111,2.773056,7
Q579384,41.293283,1.749572,2
Q49567,39.57,3.208888888,5
Q1544003,40.883333333,0.133333333,1
Q1637381,41.365833333,0.505277777,1
Q11492,41.533333333,2.45,6
Q927498,39.49,2.891507,7
Q488783,60.450555555,12.205555555,2
Q48529,61.31,12.315,3
Q12595,41.669166666,2.750555555,1
Q747527,38.539166666,-0.508055555,1
Q13462,41.9541918,3.2088349,1
Q633095,41.4525,1.704722222,1
Q13939,41.561111111,2.008055555,18
Q12292,39.937777777,-0.101388888,4
Q271140,61.291389,7.798056,2
Q52631,38.98,1.43,2
Q2476184,41.375278,2.136111,3
Q987383,39.5009954,-0.34948,1
Q2298465,39.553888888,-0.343055555,2
Q186822,68.333056,14.666389,2
Q299417,39.072222222,-0.265833333,1
Q2245,59.801389,7.779167,2
Q783498,39.338611111,3.053611111,1
Q166282,40.56,8.315,3
Q107094,50.083333333,18.5,4
Q237512,51.4,16.2,1
Q1629,6.916666666,122.083333333,2
Q10400,36.833333333,-2.45,6
Q954569,49.277487239,16.998993221,6
Q472621,49.989444444,20.066111111,1
Q145719,52.985277777,22.242222222,2
Q44206,-27.451388888,-58.986666666,1
Q3994,47.733333333,10.316666666,3
Q1021103,50.621246387,13.598802095,1
Q6514152,60.801,11.1342,1
Q1087438,-6.904472222,106.888888888,1
Q390588,43.05,17.65,2
Q189157,55.5,25.602777777,1
Q3058349,-6.311111111,106.761944444,1
Q5408,45.85,15.8,3
Q3586,-7.939166666,112.952777777,1
Q8156,-5.429444444,105.2625,2
Q4686,45.155277777,18.014444444,2
Q5306931,45.35333333,14.43111111,1
Q1004328,54.980555555,25.766666666,1
Q564988,45.514166666,13.590833333,2
Q83324,45.8,24.15,8
Q231318,1.455555555,103.761111111,2
Q6046,45.45,8.616666666,3
Q37701,-29.1,26.216666666,6
Q11967,42.1401,-0.408897222,4
Q2333283,46.466386,15.542058,1
Q13377820,46.517832999,16.195201118,1
Q4040,41.0,-1.0,3
Q2335169,46.27973,15.05669,1
Q6959537,46.221413888,14.775925,1
Q15877,45.539545223,13.660405031,2
Q1003348,-31.3961,26.3631,1
Q132790,43.480555555,-1.557222222,1
Q5061788,46.0799,15.007325,1
Q1012,46.22909194,15.264128741,12
Q2335169,46.2825,15.06,1
Q323375,45.862222222,15.221388888,1
Q15899,46.658611111,16.161944444,5
Q202357,45.034166666,23.274722222,1
Q768714,54.421,-6.45824,2
Q3840692,42.59453,-71.72452,1
Q530302,43.328888888,-2.984722222,1
Q15180,65.0,90.0,14
Q1000617,53.2183,5.4844,1
Q369361,51.4709,-0.0337,2
Q41428,-22.362222222,-42.720555555,1
Q655874,51.4009,-1.3235,1
Q174684,44.538055555,18.676111111,4
Q917848,53.727998,-6.877613,1
Q3840692,42.594444444,-71.725,1
Q155533,41.0,36.0,1
Q201516,25.813025,-80.134063888,1
Q1010232,40.3128,-75.1289,1
Q1558,38.5,-98.0,6
Q2553350,23.083333333,-82.433333333,2
Q754078,41.7152799,-72.2173387,2
Q1024624,43.6425,-79.387222222,1
Q855052,47.004166666,20.618055555,1
Q1022937,40.74,-75.311111111,1
Q1752098,38.740555555,-0.012222222,1
Q214,49.0,20.0,6
Q1133217,40.0478,-79.5253,1
Q1022937,40.74038,-75.30962,1
Q1362,33.698888888,73.036944444,6
Q2971,51.716666666,8.766666666,3
Q2746,54.616666666,39.716666666,3
Q103305,43.4,10.866666666,2
Q2917260,-34.533333333,-58.475,1
Q187802,-32.7507,-70.7251,1
Q842912,47.511111111,18.93,1
Q51599,-53.1627,-70.9081,1
Q109188,-31.771944444,-52.342777777,3
Q5836,39.866666666,-4.033333333,3
Q1795215,-5.145833333,-38.097777777,1
Q2101328,35.078333333,-87.438888888,1
Q1932484,41.45,-71.449444444,1
Q8660,24.86,67.01,17
Q948059,33.802222222,-118.064444444,1
Q853762,39.419444444,-0.790555555,3
Q331141,45.7,16.066666666,1
Q1083141,39.9153,-75.0784,1
Q753567,38.7917,-76.5389,1
Q734696,51.2834,-0.8456,1
Q1375202,37.2978,-78.3958,1
Q10367,-6.7725,107.08306,1
Q139018,46.05,15.966666666,1
Q10367,-6.818611111,107.133055555,1
Q156593,49.516666666,23.2,4
Q1375202,37.3021,-78.39194,1
Q565795,-6.81166667,107.14527778,2
Q3306469,30.0919,-95.9894,1
Q2145339,35.957222222,-85.820833333,1
Q1101670,40.9233,-81.6331,1
Q862733,41.238333333,-80.814444444,6
Q1012470,52.142022,-8.276138,1
Q1001316,34.023333333,-84.615277777,2
Q117676,40.666666666,-7.916666666,1
Q250220,27.683333333,84.433333333,1
Q2011679,53.194,-2.52,1
Q1000740,53.699216666,-0.869172222,1
Q913220,48.2765903,-116.5532476,2
Q1010161,56.2626,-3.1166,1
Q506395,34.017777777,-117.69,2
Q968937,53.5615,-2.3268,1
Q1787517,2.771944444,-77.665,1
Q840381,40.640416666,-73.962083333,2
Q7169088,40.324,-75.478,1
Q213763,43.3,-0.366667,3
Q590191,41.042777777,-83.642222222,3
Q2470087,43.916666666,-80.116666666,2
Q893055,36.21679,-81.67455,2
Q2814,51.482777777,11.969722222,17
Q11967272,60.88333333,11.56666667,1
Q423,40.0,127.0,2
Q5646261,-38.029,145.26,1
Q749283,14.6,121.033333333,1
Q483000,40.986666666,-111.899166666,1
Q695411,26.70562,-80.03643,2
Q996691,53.5167,-8.85,1
Q319369,51.713055555,-3.445,3
Q748474,44.570780555,-123.275997222,1
Q2617944,37.7,-122.0,1
Q5646261,-38.03333,145.25,1
Q548664,39.830277777,-84.890555555,9
Q34183,44.39,-79.686,2
Q2663981,44.3261,-74.1308,1
Q472675,39.426294,-77.420403,2
Q186141,27.33,88.62,1
Q2103060,53.344,-1.775,1
Q234453,26.021388888,-80.175,4
Q863832,53.846,-1.836,1
Q16241,43.91015,12.9133,1
Q16010,49.496944444,5.980555555,3
Q68308,46.616666666,7.05,2
Q2400043,-34.616666666,-58.533333333,3
Q139045,64.107222222,-22.016388888,1
Q672990,46.183333333,30.333333333,2
Q208151,12.433333333,-86.883333333,2
Q2129610,-34.666666666,-58.416666666,3
Q2004531,-34.616666666,-68.316666666,2
Q2429627,42.04177,-70.67226,1
Q2892166,40.627,-74.031,1
Q2429627,42.041666666,-70.672777777,1
Q26485,32.9275,-97.2361,1
Q755745,41.456388888,-72.804166666,1
Q724534,51.139166666,4.754444444,1
Q1087672,40.8899,-74.1946,1
Q2028564,35.737777777,-81.328333333,1
Q142397,45.95,-71.9833,1
Q1898798,28.905,-81.211111111,1
Q40209,40.58605,-73.66775,4
Q755745,41.45704,-72.82316,1
Q185216,32.935,-97.0858,1
Q897435,46.358055555,-94.200833333,2
Q494707,33.866666666,-117.566666666,1
Q1033,9.0,8.0,11
Q582212,42.523611111,-92.446388888,1
Q1004734,39.563888888,-84.228055555,1
Q1516471,47.8083,-116.893,1
Q54771,57.181761607,14.058491153,2
Q1023544,43.468055555,-89.741666666,1
Q486633,33.79,-84.47,1
Q8848,44.9325,4.890833333,6
Q517569,33.902222222,-118.009722222,2
Q935692,40.8333,-81.7667,1
Q379509,10.216666666,-64.616666666,2
Q588834,40.767777777,-74.031944444,2
Q1011600,53.279,-2.897,2
Q959820,35.326111111,-79.253055555,2
Q776556,50.7271,-1.1618,1
Q169962,39.083333333,-120.033333333,1
Q278352,47.833333333,12.966666666,1
Q505416,55.534444444,25.107222222,2
Q151559,48.658055555,-65.752777777,1
Q2549934,32.2042,-82.3228,1
Q1027951,41.730277777,-71.2825,1
Q180402,37.7425,-119.5375,1
Q241,22.0,-79.5,8
Q838330,43.07527778,-89.40972222,1
Q9821,51.5911,5.3275,2
Q2770,54.2,37.616666666,11
Q138367,39.9368,-75.1066,4
Q1016159,41.2444,-77.0186,2
Q962118,35.1714,-84.8711,4
Q54357,58.544165323,15.036873338,3
Q83609,51.510519444,-0.262661111,3
Q1027951,41.73038,-71.28255,1
Q996492,53.32,-3.82,1
Q681864,47.85,12.816666666,1
Q193370,48.860277777,2.443055555,3
Q82128,-38.7399,-72.5901,3
Q680424,48.142777777,14.466666666,1
Q2387771,11.26747899,-74.19082835,1
Q1235894,51.373552777,-2.137897222,1
Q208948,-38.137777777,176.251388888,3
Q321778,48.848950584,17.132439069,2
Q3923,49.948055555,11.578333333,5
Q6157,62.790277777,22.840277777,2
Q486562,52.228055555,11.010555555,1
Q27119,55.490833333,9.472222222,1
Q92161,43.9,125.2,1
Q572512,52.402222222,13.270555555,1
Q797635,52.4,13.1,1
Q6315392,1.3445,103.706816666,1
Q217346,42.443333333,-76.5,5
Q181557,22.616667,120.3,1
Q2195003,53.2,-1.15,1
Q3180286,37.6678,-82.7589,1
Q23140,52.333333333,-1.583333333,3
Q62145,40.716038888,-73.741863888,1
Q192229,54.61,-7.16,2
Q644481,40.339444444,-3.518055555,1
Q71902,40.555555555,14.240277777,3
Q491132,34.416389,-118.506389,2
Q818364,36.366666666,-94.213333333,1
Q1762878,38.3019,-85.8214,1
Q103892,50.3,18.783333333,2
Q1286223,51.6833,-3.38333,1
Q130308,32.716666666,130.666666666,9
Q1761214,41.573888888,-87.803888888,1
Q243853,34.733333333,135.333333333,5
Q133924,33.238186111,131.612605555,5
Q738275,33.45,129.968611111,1
Q79743,34.820277777,-87.662777777,4
Q878,24.4,54.3,1
Q2046751,52.3083,-114.096,1
Q1913224,45.315,-95.6,1
Q590932,37.058333333,-120.85,2
Q924360,54.867,-1.692,1
Q12526,44.833333333,-0.666666666,1
Q29151,33.365556,126.528056,1
Q2415663,45.373333333,-84.955277777,1
Q1672375,44.385833333,-68.209444444,1
Q2677793,39.7484,-75.0691,1
Q494192,40.34,-75.11,2
Q829859,64.168633333,-21.713225,2
Q485741,42.078611111,-91.599722222,1
Q525508,53.683333333,-1.633333333,2
Q59311,13.916666666,120.883333333,1
Q1570170,44.791666666,-89.705277777,1
Q270887,49.694167,-112.832778,1
Q1012496,53.552241,-6.793413,2
Q1012089,39.11566,-77.5636,2
Q1637790,42.204166666,-72.618055555,3
Q1088690,40.692,-75.179,2
Q27416,42.5,-70.858333333,1
Q1012089,39.109166666,-77.557777777,2
Q623594,49.807490888,24.903061305,7
Q1800,9.966666666,76.283333333,3
Q2305766,41.9925,-70.7265,1
Q504215,-13.163055555,-74.224444444,3
Q23165,51.833333333,-2.166666666,1
Q755979,35.95,14.366666666,1
Q13641,41.968291,2.620736,1
Q499450,59.457222,9.031389,10
Q488924,33.211666666,-117.325833333,3
Q1866,-2.133333333,106.116666666,1
Q932302,52.139915,-10.27153,1
Q1428659,40.499166666,-74.399166666,1
Q1017387,-34.483333333,-54.35,1
Q29234,48.513611111,-2.760277777,3
Q132480,36.166666666,139.783333333,1
Q5988,62.491666666,22.766666666,1
Q459600,-35.119444444,147.366666666,2
Q1789604,50.089666916,17.70390892,8
Q985443,65.183333333,25.35,1
Q3777,12.357222222,-1.535277777,6
Q1094104,51.28,1.08,1
Q183199,39.664722222,20.851944444,2
Q947400,54.966666666,-2.1,1
Q1082606,40.412222222,-74.237777777,1
Q8645,42.231211111,14.390469444,5
Q747444,37.6725,-121.8825,2
Q640981,54.7128,-3.4926,1
Q261613,14.783333333,-89.533333333,1
Q60537,38.3,-122.3,1
Q2059110,46.138194,14.967253,1
Q981528,27.75056,-98.07028,1
Q1495814,35.7525,-86.913888888,1
Q16914,-38.15,-72.916666666,1
Q79849,61.601944444,-149.117222222,1
Q3271661,38.3,-122.5,1
Q279028,48.17,16.45,1
Q507743,35.2,-82.8,1
Q1021,46.23887,14.35561,11
Q1973753,50.483333333,32.716666666,1
Q935589,38.505277777,-0.232777777,1
Q1109227,39.5064294,-0.3625992,3
Q982379,33.6411,-96.61,5
Q871356,46.59,14.798888888,1
Q170036,50.25,30.5,3
Q3854,-3.3825,29.361111111,1
Q1109872,45.986466,13.49247,1
Q1954302,45.493386907,15.077058444,1
Q2737328,45.873744,13.951833,2
Q15362,41.22,1.534444444,1
Q16683,41.9141431,1.6809864,1
Q102862,39.427074,-0.3848735,1
Q13815,41.980119,2.309109,1
Q984491,39.703333333,3.103611111,1
Q1109872,45.98638889,13.4925,1
Q15917,46.394136552,15.570726245,1
Q1552240,39.2025604,-0.3111645,1
Q13853,41.850555555,2.229166666,1
Q13773,41.799444444,2.221666666,1
Q183032,1.487222222,103.781111111,2
Q3440904,45.948333,15.565,1
Q207223,53.713889,-6.350278,2
Q3306,9.0,-79.5,8
Q26937,56.020638039,14.12565229,1
Q2656389,-20.266111111,57.600555555,1
Q2630280,44.9,-63.1,1
Q249935,48.933333333,18.15,1
Q188192,-22.0941,-70.201,1
Q2656389,-20.3,57.583333333,1
Q217057,52.3539,-7.7116,2
Q1027800,40.685,-76.2028,2
Q131620,-5.795,-35.208888888,11
Q260320,48.05,14.416666666,8
Q193719,50.079759165,12.373995588,7
Q1228780,43.354722222,-2.847222222,1
Q1016633,36.089722222,-79.445555555,1
Q800,10.0,-84.0,3
Q123202,40.71656,-75.30373,1
Q204860,51.133333333,6.266666666,2
Q925913,36.183430555,-5.492809722,1
Q373901,54.247926,-6.970825,2
Q168376,-20.318888888,-40.337777777,4
Q855324,60.141666666,-45.243055555,3
Q3238,14.094166666,-87.206666666,1
Q3460228,40.747222222,-73.368333333,1
Q9879,51.6825,5.0694,1
Q204940,55.916666666,-3.5,1
Q54886,-2.897413888,-79.004480555,3
Q484218,60.442222222,11.568055555,1
Q329984,38.011666666,-3.371666666,1
Q487786,38.085555555,-0.946944444,3
Q330208,-14.86611,-40.83944,1
Q1029,-19.0,35.0,3
Q1571743,60.633333333,9.05,1
Q50619,59.31,10.22,1
Q988159,42.473333333,-83.221666666,2
Q1722,42.640277777,18.108333333,1
Q750422,46.698642,15.668872,1
Q856841,39.19,-96.58667,2
Q1972051,46.347947,15.740447,1
Q10958653,42.8651,-8.5002,2
Q15918,46.509344605,15.079044398,8
Q578957,42.774444444,-9.0575,2
Q11174316,42.6775,-8.78805556,1
Q377244,42.6611376,-8.7149306,3
Q3499878,46.16258333,14.56803056,1
Q11058162,42.31777778,-8.50444444,1
Q34109,46.877222222,-96.789444444,4
Q659149,46.259167,15.590833,1
Q3499878,46.16694,14.575,1
Q1616392,42.1618689,-8.6201899,2
Q744247,56.666666666,22.493611111,3
Q687905,38.39139,-75.06944,1
Q487070,51.834166666,12.246111111,5
Q138901,37.685555555,-121.764166666,2
Q643980,51.0,3.883333333,1
Q3439853,45.866672,15.275233,1
Q7545446,31.3397,-90.6828,1
Q51111,4.814277777,-75.694558333,2
Q3881,-15.416666666,28.283333333,3
Q23334,43.15,41.0,1
Q256669,48.226666666,12.678333333,1
Q79535,35.35,-94.366666666,2
Q976,56.488611111,84.952222222,8
Q830638,35.19777737,32.99274853,1
Q51598,-30.9,-71.266666666,2
Q752137,41.646388888,1.139444444,2
Q744130,43.3940446,-5.63454297,1
Q23635,32.333333,-64.75,1
Q15430,41.535572,2.210705,2
Q1021681,42.2428,-83.6183,5
Q12761,48.9,2.483333333,1
Q23635,32.30444,-64.75167,1
Q1020794,0.233333,-78.266667,1
Q492737,36.624537,-4.4996349,2
Q40430,-12.52,-41.69,3
Q60444,53.1,6.1,3
Q1018739,56.134611135,13.147399724,1
Q1048700,2.3,111.816666666,2
Q4383470,-34.433333333,-59.433333333,1
Q4082975,45.3222,-75.8333,1
Q2297044,51.5575,0.085833333,5
Q520414,49.165555555,8.625,1
Q17942,-23.447,131.882,1
Q2989237,41.544166666,23.560277777,1
Q506428,33.612778,-117.656111,2
Q3878560,42.3205782,-71.63799,1
Q814409,46.376372,14.201206,1
Q1309,50.866666666,5.683333333,5
Q15980695,16.7775,101.2468,1
Q339112,49.960158615,14.319858494,1
Q1062392,43.600833333,2.703333333,1
Q15351,41.430555555,1.966666666,2
Q128052,41.583333333,12.65,1
Q13148,36.161111111,-5.348611111,2
Q986733,39.1659862,-0.2526691,1
Q12039,41.481666666,2.317777777,1
Q498011,35.723888888,140.223888888,2
Q15635,41.345833333,2.041666666,2
Q13378,43.463055555,11.878055555,7
Q202852,46.366666666,14.116666666,2
Q488052,38.685744,-7.100731,1
Q923853,45.937386,14.802939,1
Q24550,54.525,-1.189,1
Q10979,-7.3,110.166666666,1
Q125293,19.051388888,-98.217777777,1
Q157053,51.493888888,31.294722222,5
Q10979,-7.25,110.11667,1
Q192225,32.332777777,34.86,3
Q849874,61.009614244,14.563544209,4
Q6807568,52.7811,6.8994,1
Q1152,45.7,3.3,1
Q117091,65.85,23.166666666,1
Q997079,47.266667,20.533333,1
Q6035046,33.755556,-84.359444,1
Q2367062,45.906667,15.291389,2
Q10332,-7.016666666,107.516666666,1
Q2367062,45.90667,15.29139,2
Q527391,54.088,-0.2004,2
Q3849133,26.841666666,-98.358333333,1
Q2418224,42.73453,-71.32451,1
Q122563,44.814722222,-91.492777777,1
Q13948,41.563888888,2.039722222,2
Q525555,52.75,13.449722222,1
Q12155,41.766666666,-2.466666666,2
Q386011,-34.6,-58.516666666,1
Q132929,36.716666666,137.15,1
Q1953270,16.760555555,-92.7225,1
Q1010291,39.533333333,-0.383333333,1
Q339527,-41.444444444,147.137777777,2
Q546832,43.658333333,-1.427222222,1
Q986102,49.677609314,18.670814768,6
Q13521,41.780556,3.030556,8
Q2418224,42.7344,-71.3244,1
Q82185,46.159444444,-1.151388888,2
Q1953270,16.72425,-92.77572,1
Q200961,-38.25,-72.683333333,1
Q23564,42.439722222,19.266111111,2
Q64727,47.550833333,7.535833333,1
Q13639,41.878632,2.507902,1
Q6981097,-35.9833,174.45,1
Q4940256,53.5189,-1.3172,1
Q599251,41.0524,-74.6279,1
Q817921,42.87813,-73.19677,2
Q6526,46.5,11.35,4
Q817921,42.8852043,-73.2131916,2
Q949779,28.116666666,-80.633333333,1
Q2430755,41.1364,-73.7875,1
Q1944509,46.407125458,16.150534332,3
Q949779,28.08363,-80.60811,1
Q183557,49.921666666,1.077777777,1
Q43433,30.735277777,76.791111111,3
Q385070,39.889444444,-0.0925,2
Q2194250,52.7252,-2.1164,1
Q13991,33.75,133.5,1
Q2135530,45.76111,14.63556,2
Q3376,46.06666667,11.11666667,6
Q9015044,45.75657,15.05917,2
Q2135530,45.761608,14.6363,2
Q2766344,46.38,15.04861,1
Q676689,51.441666666,0.368611111,3
Q2134569,45.9425,15.148889,1
Q505515,38.4,-85.44,1
Q8024062,-34.5275,150.8713889,1
Q2060928,46.345278,15.170556,1
Q205792,22.785,5.522777777,1
Q2738719,52.725,6.9842,1
Q1030024,41.13333333,1.25,1
Q2766344,46.379767,15.048236,1
Q1015849,46.393706165,16.269066572,1
Q2805756,46.191267,15.433233,2
Q1817425,31.33,75.57,1
Q2060928,46.34105,15.1728,1
Q628,45.695,9.67,9
Q205690,51.543611111,-0.476111111,2
Q51698,26.216388888,-98.236388888,2
Q42126,36.821666666,128.630833333,1
Q9015044,45.754517,15.058344,2
Q128498,52.31861,4.96528,1
Q6904,42.2881,2.933061111,1
Q650009,46.55,14.983333333,1
Q1025821,52.883333333,-4.416666666,3
Q592145,48.713611111,32.673333333,1
Q6962629,45.461111,15.253333,1
Q5823,35.886667,-5.3,1
Q828782,-34.716666666,-58.266666666,1
Q14303,41.646388888,2.307777777,1
Q8033513,44.398611111,-78.989166666,1
Q6962629,45.46015,15.25396,1
Q965754,10.335277777,-68.745833333,1
Q15926,45.910377777,15.008627777,1
Q425566,45.6875,13.788611,1
Q12698,42.235277777,2.631388888,1
Q1769957,38.943611111,-0.443888888,1
Q54065,40.94,-72.68,1
Q191135,41.133333333,-8.616666666,3
Q2465033,46.100311,14.790336,1
Q23105,52.833333333,-2.0,1
Q448372,43.255277777,-79.071666666,1
Q373720,39.823,-7.493138888,1
Q7916522,38.6479,-90.2212,1
Q118958,50.8775,4.704444,17
Q913386,53.5809,-0.6502,3
Q261711,43.331666666,-83.738055555,2
Q613847,53.5147,-2.0387,1
Q12958961,45.642961111,14.859383333,1
Q2061,62.442222222,-114.3975,1
Q951210,30.1919,-98.0853,1
Q616906,-34.683333333,-58.366666666,1
Q2610318,8.89472222,-82.91611111,1
Q6785171,43.6460246,16.6738463,1
Q168159,53.293975,-4.376728,1
Q1632909,42.324878,-8.7859271,1
Q656189,31.857777777,-116.605833333,2
Q6785171,43.65,16.669166666,1
Q58780,50.930480555,5.338497222,5
Q200201,43.337806,-1.788806,10
Q204151,40.556944444,-74.283055555,1
Q6419813,60.382,24.749166666,2
Q1618393,43.2401063,-2.2585525,3
Q6477002,68.1076756,27.1269337,1
Q6477002,68.106,27.126833333,1
Q2566267,-12.09755,-76.99521,1
Q2872437,50.861702777,4.512677777,1
Q2354085,46.339847706,14.961819709,1
Q845980,50.8124,3.7391,1
Q711474,50.7,5.25,1
Q906866,56.38333333,10.63333333,1
Q623310,51.129444444,2.751388888,2
Q9783,51.193333333,5.987222222,1
Q190113,50.7794,5.4631,2
Q8969,21.160555555,-86.8475,1
Q633063,50.933333333,4.383333333,2
Q990569,61.804166666,22.394444444,1
Q576876,41.8489,-88.3083,1
Q133769,50.985277777,5.364722222,1
Q492641,62.41734621,13.493551809,2
Q696585,50.9406,5.1672,2
Q213224,50.795555555,3.121666666,1
Q162022,51.028055555,4.480277777,9
Q1292940,46.156303,15.238617,1
Q724777,51.383333333,4.476388888,1
Q12993,51.1939,3.6328,1
Q1414908,48.6706,-74.9286,1
Q1946482,2.99306,101.789,2
Q17176,14.383333333,121.05,1
Q2043772,45.979258,15.172289,1
Q15345,42.1069,1.838330555,1
Q956690,45.0275,-74.74,1
Q1355997,22.97284,115.33201,1
Q527887,41.13583,-81.86389,2
Q15397,41.668103,2.260682,2
Q132751,35.466666666,133.05,1
Q208119,47.623055555,7.239444444,1
Q54189,42.345833333,-71.552777777,1
Q15454,41.653055555,2.226111111,1
Q12603,45.8288,-120.32227,1
Q236744,5.540277777,-73.361388888,1
Q781249,62.473611111,21.3375,1
Q61890,48.940555555,9.2575,5
Q755018,39.576666666,-77.0,2
Q985465,50.103792787,13.733472751,7
Q39297398,52.09083,5.12222,5
Q2196177,31.2069,-83.2467,1
Q704847,40.63356,0.2853,1
Q10509,38.266944444,-0.698333333,3
Q3822651,53.455833333,-2.011388888,1
Q193420,46.359444444,25.803888888,2
Q4165497,46.436572222,14.060172222,5
Q205380,40.733611111,-74.001666666,3
Q12071,41.505277777,2.392777777,2
Q1061665,6.183333333,6.75,1
Q735282,42.65,-8.883333333,2
Q139229,48.4167,-71.0667,3
Q591719,50.733333333,24.166666666,1
Q106274,51.21006,16.1619,2
Q983747,-22.753888888,-47.413888888,1
Q2222379,30.181668,-96.596178,1
Q1850,11.569583333,104.921027777,3
Q923815,45.706666666,-121.521666666,1
Q15695,40.966666666,-5.663888888,5
