location,lat,lon,artist_count
Q49111,42.375,-71.106111111,14
Q204956,54.009,-6.4049,2
Q1492,41.3825,2.176944444,228
Q546,45.650277777,13.770277777,19
Q192759,62.0,24.0,4
Q79990,-43.530888888,172.6365,14
Q1715,52.374444444,9.738611111,56
Q1645033,42.350171,1.582822,1
Q688596,33.917214,-118.348607,6
Q22889,51.381389,-2.358611,20
Q49179,42.271388888,-71.798888888,17
Q720087,38.245833333,-122.631388888,3
Q48,43.681111111,87.331111111,1
Q586179,65.818248726,21.70456347,2
Q1425428,54.977777777,-1.613333333,50
Q1533,10.5,-66.933333333,66
Q49255,27.970833333,-82.464722222,43
Q743236,50.9847,5.0514,2
Q736742,51.4235,-0.2171,7
Q1273,43.35,11.016666666,2
Q487999,29.665277777,-82.336111111,18
Q43196,39.133333333,-84.5,75
Q79848,50.906944,-1.404722,29
Q203619,65.736111111,24.563888888,9
Q155,-14.0,-53.0,15
Q3640,39.93,32.85,55
Q693164,55.050941,-8.235626,4
Q5422,57.283333333,52.75,1
Q23154,51.45,-2.583333333,82
Q2465220,51.4649,-0.2211,2
Q1460,37.599958333,14.015377777,1
Q996569,37.915833333,-122.311666666,2
Q1927139,39.1261,-82.9831,1
Q7296532,53.0845,-1.17004,1
Q34370,51.9225,4.47917,30
Q2135,49.883333,-97.15,56
Q584473,51.457777777,13.523888888,1
Q1792,54.366666666,18.633333333,34
Q1761,53.349722222,-6.260277777,126
Q25,52.35,-3.633333333,108
Q821112,47.312777777,-122.339166666,1
Q81620,49.611388888,8.65,1
Q187861,-34.433055555,150.883055555,6
Q2841,4.612638888,-74.0705,93
Q2865,51.315777777,9.497916666,14
Q406,41.01,28.960277777,182
Q727,52.383333333,4.9,96
Q131491,50.824166666,-0.133888888,82
Q1055854,42.1250929,-72.749538,4
Q918195,29.1875,-82.141388888,6
Q462184,40.109722222,-88.204166666,4
Q49164,42.366667,-72.516667,5
Q130290,34.690816666,135.183077777,53
Q1435,45.8,15.95,55
Q49229,35.9875,-78.907222,11
Q42800,-19.928055555,-43.941944444,39
Q209338,34.191388888,-119.1825,6
Q54341,60.488304583,15.427331865,8
Q8826,39.566666666,2.649722222,17
Q34217,51.751944444,-1.257777777,36
Q270,52.216666666,21.033333333,123
Q45,38.7,-9.183333333,14
Q102911,52.25,4.667,5
Q2273128,34.8308,-89.9936,2
Q666957,41.5819,-87.1867,1
Q25413,58.409418037,15.625656134,25
Q1056542,40.688333333,-75.216388888,3
Q18575,32.221666666,-110.926388888,24
Q23240,51.75,0.583333333,21
Q1295,51.513888888,7.465277777,32
Q120730,35.021666666,135.755611111,41
Q2462645,51.9165,-0.6617,2
Q23111,52.166666666,1.0,2
Q1748,55.676111111,12.568888888,113
Q184090,53.759444444,-2.698055555,5
Q111098,41.15,-74.03,3
Q185582,35.966666666,-83.95,30
Q758624,56.2898,-3.23745,1
Q54140,42.516845,-70.898503,3
Q16562,31.759166666,-106.488611111,20
Q985,48.537777777,9.041111111,6
Q6497774,51.5072,-3.5784,9
Q844908,51.1157,-0.1937,6
Q4204,48.3,8.15,1
Q1202211,40.716111111,-73.85,2
Q1391,39.0,-76.7,15
Q42153,37.832777777,126.816944444,2
Q216649,51.5761,0.4886,4
Q386567,43.858333333,-79.036388888,7
Q737593,50.916666666,0.483333333,2
Q40435,42.904722222,-78.849444444,40
Q49196,42.336944444,-71.209722222,4
Q844012,37.403672,-79.170205,6
Q25748,60.674833333,17.144388888,14
Q25579,63.828453583,20.270566462,27
Q24879,53.076944444,8.808888888,27
Q5112,-34.933333333,138.583333333,56
Q1400,41.0,-77.5,17
Q1200,49.913056,7.449722,3
Q167715,8.5,76.899722222,3
Q40191,-42.883333333,147.316666666,4
Q1223,47.5,-120.5,9
Q785,49.19,-2.11,7
Q79718,32.431506,-85.706781,2
Q41262,52.955,-1.149166666,49
Q837105,39.148888888,-123.208611111,3
Q985617,59.992493411,15.822905668,3
Q189,65.0,-19.0,14
Q3934,43.333333333,-6.0,20
Q745989,53.3,-6.14,2
Q1419737,51.5194,-0.0923,1
Q211870,55.85,-4.433333333,8
Q34932,-27.467777777,153.027777777,103
Q7573657,52.4505,-1.86416,1
Q1116,51.216666666,4.416666666,2
Q25724,58.579331104,16.149318388,17
Q1794,50.113611111,8.679722222,72
Q17042,37.8,-122.25,100
Q1428,33.0,-83.5,82
Q1581,38.5,-92.5,19
Q705867,-38.383333333,142.483333333,2
Q129259,43.319166666,21.896111111,6
Q49192,41.562222222,-72.651111111,2
Q170616,35.6,140.1,6
Q170478,50.72,-1.88,26
Q986007,52.48,1.75,1
Q1480013,44.95,-93.2,7
Q40251,47.535555555,-122.043333333,4
Q251689,49.921388888,8.481805555,2
Q7473516,35.683889,139.774444,67
Q49158,42.112411,-72.547455,15
Q3010637,-29.15,153.117,1
Q1507493,47.007777777,-122.911111111,3
Q56037,52.518611111,13.404444444,16
Q204561,37.661388888,-120.994444444,10
Q2269703,42.529444444,-83.780277777,1
Q43,39.0,36.0,13
Q23103,52.616666666,-2.716666666,2
Q234200,20.0198,-75.8139,1
Q138391,40.915555555,-74.163055555,14
Q812,28.133333333,-81.631666666,30
Q2057625,51.451477777,0.051772222,1
Q8757,43.366666666,-8.383333333,35
Q4126,50.05,10.233333333,5
Q3778007,51.631,0.016,3
Q2856147,33.749722222,-84.723055555,3
Q1393,39.0,-75.5,5
Q83404,45.759722222,21.23,15
Q2887,-33.45,-70.666666666,163
Q21168,57.097293156,12.273330771,8
Q578301,42.077222222,-87.723611111,3
Q48278,6.244747222,-75.574827777,29
Q47164,34.021944444,-118.481388888,38
Q41070,36.5,126.75,1
Q240,50.85,4.35,12
Q16556,33.528333333,-112.076388888,64
Q206988,51.896519444,-2.078427777,17
Q10690,51.48,-3.18,44
Q10313,43.32,-1.98,33
Q998748,43.597777777,-84.7675,1
Q2141,44.647777777,-63.571388888,16
Q8692,43.262222222,-2.953333333,42
Q1355,12.9791198,77.5912997,16
Q34404,29.95465,-90.07507,153
Q661707,52.458,-2.148,6
Q159232,36.97205,-122.026252,18
Q491535,49.230555555,9.163055555,1
Q1641603,62.563888888,25.852777777,2
Q208143,53.544722222,-2.631666666,12
Q10686,54.596388888,-5.93,53
Q1778769,28.033333333,-81.716666666,3
Q44059,-34.933333333,-57.95,26
Q1462,40.05,9.083333333,1
Q1136771,-38.158,145.135,1
Q31,50.641111111,4.668055555,28
Q18632575,44.383333333,-77.977777777,1
Q2715452,52.213638888,-1.980511111,1
Q9611,51.6383,-0.4659,1
Q10305,41.65,-0.883333333,32
Q472,42.69751,23.32415,135
Q1013550,55.68,-4.069,2
Q18438,40.805805,-73.253616,66
Q280012,42.9125,-82.486944444,1
Q1721,50.0825,8.24,20
Q203995,51.53789,0.71377,17
Q2966,49.412222222,8.71,30
Q2916,52.278888888,8.043055555,12
Q1040,49.016666666,8.4,36
Q211,57.0,25.0,2
Q18424,40.704166666,-73.917777777,58
Q1439,31.0,-100.0,90
Q239,50.846666666,4.351666666,29
Q3532,51.753333,-0.448611,5
Q852714,36.121666666,-97.068611111,9
Q41106,36.147222222,139.388611111,2
Q980,48.7775,11.431111111,7
Q23551,8.583333333,-71.133333333,1
Q36600,52.08,4.31,42
Q1004712,40.6252,-74.2378,1
Q1198,51.466666666,7.55,5
Q174,-23.550394444,-46.633947222,189
Q495,45.066666666,7.7,49
Q336438,36.316666666,139.0,6
Q771,42.3,-71.8,24
Q47265,37.429166666,-122.138055555,12
Q487119,33.896666666,-118.225,18
Q744550,31.0589,-97.4633,2
Q38022,38.616666666,-90.2,93
Q880986,51.67,-3.19,3
Q273442,50.9842,4.8333,1
Q25416,58.97,5.71,41
Q1731,51.05,13.74,73
Q72,47.378611111,8.54,81
Q1773,56.9475,24.106944444,89
Q456,45.758888888,4.841388888,32
Q43421,37.533333333,-77.466666666,38
Q853577,44.084288888,-93.226,4
Q1861,13.75,100.516666666,23
Q2644347,43.034722222,-83.518055555,1
Q204547,50.881078333,3.400099444,4
Q2861,54.083333333,12.133333333,10
Q13498,40.418055555,17.240833333,5
Q852721,33.97,-117.75,1
Q350,52.208055555,0.1225,27
Q2028,45.438611111,10.992777777,22
Q1201,49.37715,6.878377777,2
Q2749,48.371666666,10.898333333,25
Q766445,26.5,127.933333333,28
Q203263,33.955277777,-83.383055555,29
Q2079,51.333333333,12.383333333,63
Q16101,42.206,-71.005,1
Q852647,38.128888888,-121.280833333,3
Q23436,55.95,-3.198888888,71
Q200078,34.65,133.916666666,3
Q1085972,40.8779,-74.0825,7
Q1461,14.6,120.983333333,51
Q568610,33.888888888,-118.405277777,2
Q2581787,34.5747,-83.32,2
Q49147,41.636111111,-70.934722222,7
Q25804,63.44,10.4,87
Q766445,26.5,128.0,28
Q52999,44.06,-79.45,4
Q2103,51.483333333,7.216666666,13
Q4985049,-33.231666666,151.5677778,1
Q1086351,40.427777777,-74.416111111,3
Q580,51.776944444,19.454722222,27
Q70,46.94798,7.44743,38
Q755901,39.173055555,-77.271666666,1
Q643907,-34.633333333,-58.466666666,1
Q121378,39.623888888,19.82,3
Q1086351,40.4262,-74.4182,3
Q577964,40.112777777,-88.261111111,14
Q22,57.0,-5.0,41
Q729006,51.381944444,0.523333333,8
Q43453,49.741388888,13.3825,73
Q186702,35.045555555,-85.267222222,11
Q1563,23.136666666,-82.358888888,54
Q10282,42.816666666,-1.65,26
Q26087,69.666667,18.933333,29
Q34221,43.08,-79.071,2
Q28,47.0,19.0,17
Q210985,51.7361,0.4798,8
Q34713,47.7972,13.04768,30
Q681638,46.34277778,24.44305556,1
Q26087,69.64961,18.95701,29
Q16554,39.739166666,-104.984722222,70
Q49243,33.948063888,-117.396127777,21
Q123709,56.464,-2.97,10
Q23337,40.75,-111.883333333,29
Q144792,34.103,-118.605,2
Q181854,61.058333333,28.186111111,15
Q755559,39.642777777,-77.72,1
Q171223,47.95,21.716666666,7
Q384,41.983333333,21.433333333,23
Q179424,54.917,-8.0,2
Q33935,32.08,34.78,80
Q36647,51.9,-8.473055555,10
Q1603,37.5,-85.0,24
Q35,56.0,10.0,34
Q9022,20.676666666,-103.3475,36
Q1711,52.4,13.066666666,17
Q202158,61.0,24.441388888,8
Q18383,41.82399,-71.41283,43
Q190002,54.2667,-8.4833,3
Q179224,51.1275,1.312222222,2
Q159288,34.425833333,-119.714166666,22
Q713750,50.733888888,7.099722222,4
Q36312,51.05,-114.066666666,50
Q14808,52.754444444,13.236944444,2
Q184587,42.96336,-85.66809,14
Q3415,43.616666666,13.516666666,3
Q1903,37.502669444,15.087269444,10
Q26498,59.348700525,16.449032942,9
Q52535,-32.9575,-60.639444444,24
Q1389138,36.336388888,-82.239166666,1
Q9803,50.95,5.966666666,1
Q803903,47.655277777,-122.535,2
Q735215,40.4073,-74.0711,2
Q39450,61.218333333,-149.899166666,3
Q81033,25.671388888,-100.308611111,29
Q985344,33.641388888,-117.594444444,1
Q54169,52.333333333,21.1,1
Q37951,43.062083333,141.354388888,27
Q23098,53.133333333,-1.6,5
Q1202,51.026944444,13.358888888,5
Q1930,45.424722222,-75.695,43
Q23661,-41.288888888,174.777222222,37
Q138578,40.7425,-74.028611111,7
Q600614,26.483333333,127.95,1
Q27,53.0,-8.0,6
Q26073,55.939833333,12.3,1
Q23768,36.169166666,-115.144722222,35
Q3936,49.891666666,10.891666666,7
Q201352,49.050833333,2.100833333,1
Q741765,36.4666072,-6.2009666,4
Q162717,51.731944444,6.590833333,2
Q903595,52.499444444,5.0675,8
Q192517,40.019444444,-105.292777777,10
Q12892,51.221111111,4.399722222,47
Q715,49.140428,9.217953,8
Q14112,42.15,9.083333333,1
Q1166,44.34,-85.58,13
Q1527,46.0,-94.0,14
Q4648990,51.48,-0.11,1
Q2574529,51.514,0.4244,1
Q769446,34.1833,-118.4333,15
Q234,51.0,4.5,1
Q614483,34.727777777,-76.746666666,1
Q1354,23.716111111,90.396111111,23
Q506325,39.851666666,-88.944166666,5
Q385,54.51889,18.53188,7
Q244005,46.129763888,11.244633333,1
Q829,39.5,-111.5,7
Q472604,40.597777777,-3.500277777,2
Q23298,51.19,0.73,16
Q207218,51.513055555,-0.308888888,1
Q79700,33.468306,-86.808146,1
Q690991,34.031388888,-118.168611111,8
Q557643,49.133694444,-122.311166666,2
Q263496,48.166666666,11.316666666,1
Q126898,43.58,7.123055555,2
Q1588,31.0,-92.0,23
Q18426,40.84676,-73.873207,77
Q5266,45.798055555,15.162777777,11
Q2307508,18.111944444,-66.166111111,2
Q108025,59.290556,11.202778,8
Q849934,61.202777777,26.031944444,2
Q11751,35.116666666,136.933333333,33
Q163749,26.709722222,-80.064166666,8
Q490584,43.018888888,-83.693333333,14
Q849934,61.2052356,26.0348412,2
Q49239,41.666666666,-83.583333333,15
Q220,41.893055555,12.482777777,160
Q63946,46.7785,6.640833333,5
Q79957,61.581666666,-149.4525,1
Q2307508,18.10357,-66.15378,2
Q214777,60.25,24.066666666,3
Q7195644,32.0628,-89.9928,1
Q826561,53.725,-1.863,8
Q16553,37.304166666,-121.872777777,29
Q1960,-6.8,39.283333333,11
Q1204,40.0,-89.0,16
Q34218,43.325,-79.8,13
Q2323139,41.97621,-72.59176,2
Q2323139,41.98,-72.549722222,2
Q654700,49.585555555,7.189722222,1
Q2942,51.166666666,7.083333333,9
Q100188,46.78,23.559444444,19
Q622,48.8975,9.191944444,8
Q323414,34.270833,-118.739167,3
Q994927,58.901472845,17.560331526,1
Q1397,40.5,-82.5,16
Q1880,-36.8271,-73.0503,22
Q133642,-33.75,151.15,1
Q3630,-6.21462,106.84513,308
Q757390,37.744722222,-84.293611111,1
Q1530,33.35,44.416666666,16
Q528333,54.15,8.9,1
Q388503,29.5875,-90.7161,2
Q1000129,58.704857041,15.809375882,1
Q3080673,51.4507,-0.48314,1
Q15925,46.15,15.05,2
Q517407,51.366666666,10.866666666,2
Q3114,-35.293055555,149.126944444,18
Q6441,43.610919444,3.877230555,21
Q2086257,42.30865,-83.48216,3
Q208447,34.189444444,-118.875,5
Q2354222,40.663055555,-73.944722222,4
Q2574816,44.7631,-91.2761,1
Q215829,53.991944444,-1.537777777,3
Q54195,42.220833333,-70.940277777,3
Q1011960,56.3814,-2.8835,1
Q123372,51.4077,-0.022,4
Q2086257,42.3086,-83.4822,3
Q2112,52.016666666,8.533333333,18
Q2290080,8.2604,-62.7944,3
Q6839,42.266666666,2.95,11
Q16086,51.546666666,6.600555555,3
Q23157,51.3,-3.0,6
Q1495025,64.065252777,-22.639719444,2
Q1709774,35.03333333,-5.73333333,2
Q1186830,40.16343,-76.39496,1
Q552523,50.4278,10.3027,1
Q193367,60.393055555,25.663888888,4
Q587064,33.982,-118.24,5
Q1002645,40.8244,-74.4172,1
Q2414193,42.3019,-70.9083,1
Q1615333,52.1897,4.4408,1
Q828712,33.866388888,-118.399722222,8
Q225,44.0,18.0,1
Q27001,49.063611111,18.921388888,5
Q2795,50.833333333,12.916666666,25
Q644002,51.116666666,20.916666666,3
Q15095,38.995555555,-1.855833333,6
Q253419,49.2667,6.783330555,1
Q34863,35.4823,-97.5352,30
Q1186830,40.1625,-76.39639,1
Q1242795,51.8225,-2.4989,1
Q9954,52.505,4.963888888,1
Q1579722,-41.316666666,148.233333333,1
Q754664,62.109444444,-6.719166666,1
Q503209,60.482777777,15.436388888,2
Q49246,39.710833333,-104.8125,2
Q26476,62.395509191,17.285994257,12
Q102365,58.384444444,24.498888888,8
Q327022,39.084,-77.15276,4
Q544890,40.615277777,-74.416111111,6
Q279000,54.995,-1.43,3
Q36704,44.820555555,20.462222222,4
Q269,41.3,69.266666666,16
Q1256,44.45,8.766666666,3
Q237253,52.633333333,1.75,2
Q231765,-38.15,144.35,14
Q2414193,42.30204,-70.90782,1
Q5034183,34.423333333,-118.471388888,1
Q1456,34.0,-81.0,7
Q2254,59.333333333,8.5,2
Q268873,33.616666666,-117.8975,9
Q516817,44.630277777,-123.096111111,3
Q4062,52.103055555,9.36,7
Q527268,18.233333333,-66.033333333,5
Q865,24.0,121.0,19
Q2145,46.816111,-71.224167,30
Q2321784,51.584,-0.0211,2
Q761,53.116666666,23.166666666,4
Q204720,52.056388888,-2.716111111,5
Q80011,35.605,140.123333333,46
Q70708,46.816666666,7.333333333,1
Q2736093,53.6484,-2.3169,1
Q12995,50.833333333,3.266666666,8
Q3046,48.895,8.705,6
Q499169,32.35,-95.3,10
Q233129,40.720833333,-89.609444444,9
Q25319,56.156388888,10.209722222,27
Q776930,44.3,-78.316666666,6
Q203000,56.395277777,-3.431666666,4
Q36378,46.8,7.15,13
Q21180,56.166666666,9.55,4
Q4082,51.399166666,7.185833333,1
Q128114,40.941388888,-73.864444444,13
Q25286,59.849760548,17.638946597,30
Q3042,50.1,8.766666666,6
Q257831,47.816666666,12.466666666,1
Q606212,-32.056944444,115.743888888,8
Q650100,18.433333333,1.4,3
Q3718,14.731944444,-17.457222222,8
Q2948,51.200277777,6.693888888,3
Q25411,56.042411686,12.720996359,16
Q26515,63.1580644,14.679061836,8
Q41819,39.05,-94.583333333,38
Q124739,32.5027,-117.00371,11
Q109140,60.883333,11.566667,5
Q96,23.0,-102.0,27
Q49225,39.527222222,-119.821944444,5
Q163132,41.073055555,-81.517777777,23
Q167668,56.508333333,21.011111111,18
Q667727,34.259444,-88.725556,4
Q2100,51.432222222,6.761111111,19
Q25732,59.266926001,15.196522467,17
Q83065,52.633333333,-1.133333333,37
Q49145,41.308333333,-72.925,30
Q10559,48.6902,12.7479,1
